1000,0,0.9240421277484343
2000,0,1.1422137830384824
3000,0,1.310052955513154
4000,0,1.4701327567878504
5000,0,1.6142246263233768
6000,0,1.7428442991391515
7000,0,1.8619293672719746
8000,0,1.9767051930997586
9000,0,2.0807672087257973
10000,0,2.1826535221238768
11000,0,2.2796171260311815
12000,0,2.3717192261467153
13000,0,2.4627387050556506
14000,0,2.5474425475581404
15000,0,2.6299799339469363
16000,0,2.711334442374022
17000,0,2.7896635072487705
18000,0,2.8662520572348638
19000,0,2.9414877398504857
20000,0,3.0145404911393436
21000,0,3.0843808779489534
22000,0,3.1531942147733023
23000,0,3.2193731793604736
24000,0,3.285852228525017
25000,0,3.3512041451945165
26000,0,3.415528260940146
27000,0,3.4778137832110834
28000,0,3.5394083818167634
29000,0,3.600378154098838
30000,0,3.6595646025771993
31000,0,3.7183061778563786
32000,0,3.77594879545735
33000,0,3.832416309607367
34000,0,3.8879758697068136
35000,0,3.94289431913596
36000,0,3.998041132621832
37000,0,4.0520445925662525
38000,0,4.104512430247991
39000,0,4.157755456266481
40000,0,4.20933996768782
41000,0,4.260516835714594
42000,0,4.310451252451639
43000,0,4.360277919517408
44000,0,4.408930602840157
45000,0,4.457490248557455
46000,0,4.50553355387091
47000,0,4.553466610336619
48000,0,4.60087212752542
49000,0,4.647309068832927
50000,0,4.693674531921896
