DLL size: 40000
------------------------------------------------------------------------------------------------------------
Search,11515,cost,496
Search,16090,cost,33311
Search,5415,cost,3140
Search,18254,cost,14976
Search,2026,cost,3582
Search,10637,cost,6461
Search,9764,cost,750
Search,2932,cost,2289
Search,2652,cost,0
Search,4437,cost,11543
Search,9616,cost,11400
Search,7795,cost,28157
Search,16040,cost,9277
Search,2326,cost,5574
Search,5567,cost,17090
Search,4183,cost,2916
Search,1777,cost,12647
Search,18539,cost,0
Search,10887,cost,16796
Search,1524,cost,2839
Search,2393,cost,4674
Search,12367,cost,38574
Search,10116,cost,23853
Search,5662,cost,0
Search,9874,cost,5849
Search,13512,cost,0
Search,14229,cost,10639
Search,15975,cost,0
Search,8053,cost,14295
Search,6257,cost,9819
Search,4036,cost,16827
Search,18038,cost,8978
Search,6828,cost,9194
Search,9731,cost,20775
Search,7971,cost,24493
Search,11104,cost,7941
Search,11433,cost,3745
Search,11775,cost,0
Search,3506,cost,8327
Search,10950,cost,20307
Search,9562,cost,18877
Search,3770,cost,1672
Search,10461,cost,10667
Search,715,cost,6942
Search,16308,cost,21516
Search,6758,cost,26384
Search,19393,cost,26942
Search,4432,cost,11526
Search,8876,cost,23
Search,13624,cost,8278
Search,19503,cost,15150
Search,12238,cost,8259
Search,8229,cost,16931
Search,13499,cost,5056
Search,4073,cost,927
Search,3088,cost,6864
Search,16483,cost,2010
Search,11825,cost,802
Search,13098,cost,4827
Search,16074,cost,3919
Search,15262,cost,27180
Search,19105,cost,14537
Search,10434,cost,0
Search,14937,cost,10403
Search,19698,cost,0
Search,17442,cost,14284
Search,19999,cost,17349
Search,5081,cost,34323
Search,3859,cost,37039
Search,11810,cost,24207
Search,2823,cost,16201
Search,3261,cost,1952
Search,13118,cost,4018
Search,17555,cost,0
Search,11394,cost,0
Search,10158,cost,15119
Search,3755,cost,3503
Search,4627,cost,17511
Search,9204,cost,0
Search,18275,cost,0
Search,9855,cost,2277
Search,2134,cost,38538
Search,1960,cost,0
Search,16314,cost,21308
Search,3005,cost,3938
Search,15570,cost,12759
Search,1736,cost,1774
Search,14064,cost,27482
Search,18588,cost,1663
Search,11751,cost,15625
Search,12073,cost,23895
Search,10179,cost,15920
Search,9428,cost,3557
Search,16201,cost,23410
Search,15267,cost,32113
Search,6721,cost,21906
Search,18514,cost,5300
Search,17451,cost,0
Search,15166,cost,28371
Search,684,cost,0
Search,19532,cost,1439
Search,10218,cost,0
Search,13992,cost,1162
Search,6573,cost,4423
Search,7566,cost,22708
Search,16691,cost,12859
Search,5251,cost,34
Search,13457,cost,279
Search,12786,cost,0
Search,13394,cost,9967
Search,7548,cost,15256
Search,8740,cost,0
Search,16909,cost,0
Search,19224,cost,2103
Search,7349,cost,37931
Search,13353,cost,10393
Search,13286,cost,0
Search,4840,cost,18939
Search,9189,cost,242
Search,4532,cost,6555
Search,11683,cost,8535
Search,8478,cost,23200
Search,6037,cost,19722
Search,4452,cost,38122
Search,9948,cost,12899
Search,13820,cost,0
Search,8075,cost,15914
Search,4000,cost,32549
Search,9616,cost,11400
Search,7795,cost,28157
Search,1891,cost,15308
Search,2861,cost,10385
Search,6390,cost,0
Search,17514,cost,0
Search,9689,cost,13236
Search,15305,cost,14436
Search,6220,cost,7016
Search,5038,cost,26971
Search,17636,cost,8352
Search,19335,cost,0
