HashTable size: 4000
------------------------------------------------------------------------------------------------------------
Search,83,cost,1
Search,372,cost,1
Search,423,cost,1
Search,1109,cost,1
Search,1434,cost,1
Search,739,cost,1
Search,552,cost,1
Search,1231,cost,1
Search,765,cost,1
Search,368,cost,1
Search,40,cost,1
Search,405,cost,1
Search,1090,cost,1
Search,1578,cost,1
Search,322,cost,1
Search,143,cost,0
Search,1697,cost,1
Search,673,cost,1
Search,1605,cost,1
Search,1877,cost,1
Search,448,cost,1
Search,1358,cost,1
Search,1828,cost,1
Search,622,cost,1
Search,842,cost,0
Search,111,cost,0
Search,797,cost,1
Search,1700,cost,1
Search,959,cost,1
Search,643,cost,0
Search,967,cost,1
Search,288,cost,1
Search,1237,cost,1
Search,1806,cost,1
Search,1764,cost,1
Search,440,cost,1
Search,1580,cost,1
Search,250,cost,1
Search,1414,cost,1
Search,1170,cost,1
Search,719,cost,1
Search,555,cost,0
Search,862,cost,1
Search,339,cost,0
Search,341,cost,1
Search,637,cost,1
Search,239,cost,1
Search,728,cost,1
Search,231,cost,1
Search,764,cost,0
Search,1,cost,1
Search,800,cost,1
Search,1565,cost,1
Search,1040,cost,1
Search,786,cost,0
Search,1540,cost,1
Search,1330,cost,1
Search,1603,cost,1
Search,1255,cost,1
Search,1380,cost,1
Search,518,cost,1
Search,1712,cost,1
Search,656,cost,0
Search,752,cost,1
Search,1057,cost,1
Search,1881,cost,1
Search,169,cost,1
Search,1375,cost,1
Search,20,cost,1
Search,1845,cost,1
Search,620,cost,1
Search,112,cost,0
Search,428,cost,1
Search,1236,cost,1
Search,68,cost,1
Search,458,cost,1
Search,368,cost,1
Search,49,cost,1
Search,621,cost,1
Search,434,cost,1
Search,730,cost,1
Search,403,cost,1
Search,1335,cost,1
Search,1241,cost,1
Search,1907,cost,1
Search,1151,cost,1
Search,425,cost,1
Search,431,cost,1
Search,1910,cost,1
Search,1422,cost,0
Search,499,cost,1
Search,1368,cost,1
Search,1590,cost,1
Search,1735,cost,1
Search,187,cost,1
Search,969,cost,1
Search,875,cost,1
Search,1528,cost,1
Search,1001,cost,1
Search,736,cost,1
Search,1864,cost,0
Search,1094,cost,1
Search,478,cost,1
Search,989,cost,1
Search,1208,cost,1
Search,415,cost,1
Search,1663,cost,1
Search,1376,cost,1
Search,1783,cost,0
Search,1080,cost,1
Search,1008,cost,1
Search,272,cost,1
Search,1805,cost,1
Search,1672,cost,0
